node_id,entity_type,name,language,synonyms,description,domain,source_document,created_date,updated_date,is_canonical
PUB_5875,Publication,Выбор сорбента для элиминации ионов железа из сточных и природных вод,ru,Removing excess iron from sewage and natural waters: selecting optimal sorbent,Выбор сорбента для удаления ионов железа из сточных и природных вод.,переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5876,Publication,Организация повторного использования карьерных сточных вод угледобывающих предприятий,ru,Wastewater reuse in open pit coal mines,Организация повторного использования карьерных сточных вод на угледобывающих предприятиях.,переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5877,Publication,Transformation of the spatial organization of economies in the single-resource regions in conditions of energy transition and decarbonization of the mining industry,en,,Исследование трансформации пространственной организации экономики в моноресурсных регионах в условиях энергетического перехода и декарбонизации горнодобывающей отрасли.,экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5878,Expert,"Smyslova O.Yu., Shmeleva L.A., Melay E.A., Krylov V.E., Markov S.N.",ru,,Авторы исследования о трансформации пространственной организации экономики в моноресурсных регионах.,экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5879,Process,декарбонизация,ru,снижение углеродного следа,Процесс снижения выбросов парниковых газов в добывающем секторе,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5880,Property,углеродоёмкость добычи,ru,CI,Отношение суммарных выбросов парниковых газов к объёму извлечённого полезного ископаемого,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5881,Process,Диверсификация,ru,Расширение экономической базы,Процесс расширения экономической базы моноресурсных регионов,экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5882,Publication,Трансформация пространственной организации экономики моноресурсных регионов в условиях энергоперехода и декарбонизации горнодобывающей отрасли,ru,,"Исследование посвящено анализу пространственной организации экономики моноресурсных регионов РФ в условиях глобального энергоперехода, ужесточения углеродного регулирования и переориентации экспортных потоков в горнодобывающей отрасли.",экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5883,Publication,The green transition and development problems of fuel and energy sector in Russia,en,,Исследование проблем развития топливно-энергетического сектора в России в контексте зелёного перехода.,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5884,Publication,The use of green technologies by Russian oil and gas companies in oil and gas production and their effect on reduction of carbon footprint,en,,Использование зелёных технологий российскими нефтегазовыми компаниями и их влияние на сокращение углеродного следа.,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5885,Publication,Международная повестка декарбонизации экономики: взгляд и ответ России,ru,The international economic decarbonization agenda: Russia’s view and response,Анализ международной повестки декарбонизации экономики и ответ России.,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5886,Property,Инвестиции в декарбонизацию,ru,IDEC,Доля инвестиций в декарбонизацию от ВРП,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5887,Facility,Нефтегазовые регионы,ru,"ХМАО, ЯНАО, Сахалин",Регионы с относительно низкой углеродоёмкостью и высокими инвестициями,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,False
FAC_5888,Facility,Угольные регионы,ru,"Кемеровская область, Забайкальский край, Хакасия",Регионы с высокой углеродоёмкостью и низкими инвестициями,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,False
FAC_5889,Facility,Кузбасс,ru,,"Регион в России, где происходит добыча угля",добыча полезных ископаемых,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5890,Facility,ЯНАО,ru,,"Ямало-Ненецкий автономный округ, регион в России",добыча полезных ископаемых,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5891,Facility,ХМАО,ru,,"Ханты-Мансийский автономный округ, регион в России",добыча полезных ископаемых,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5892,Publication,Мир новой экономики,ru,,Журнал,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5893,Publication,Управленческие науки,ru,,Журнал,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5894,Publication,Экономика. Налоги. Право,ru,,Журнал,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
MAT_5895,Material,Сильвинитовая порода,ru,,"Порода, содержащая сильвин (хлорид калия KCl)",Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5896,Equipment,Сцинтилляционный детектор,ru,,"Детектор для регистрации различных типов излучения, включая Ȗ-кванты, Į- и ȕ-частицы",Экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5897,Process,Лабораторные исследования сцинтилляционного детектора,ru,,Верификация сцинтилляционного детектора путем выполнения лабораторных замеров Ȗ-излучения от измельчённой сильвинитовой породы,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5898,Equipment,Прототип датчика ПД-1,ru,,"Датчик, используемый для проведения измерений в горнодобывающей промышленности",Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5899,Equipment,Лазерный дальномер,ru,,Оборудование для точного измерения расстояний,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5900,Equipment,Геодезическая мерная лента,ru,,Инструмент для измерения расстояний,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5901,Experiment,Предварительные эксперименты,ru,,Эксперименты для определения оптимальной высоты установки датчика и количества измерений,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5902,Process,Маркировка сильвинитового пласта,ru,Позиционирование проходческо-очистных комбайнов,Метод определения границ продуктивных пластов и вмещающих пород с помощью измерения радиоактивного излучения.,пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5903,Property,Радиоактивное излучение,ru,,"Естественное излучение, исходящее от изотопа калия-40 в сильвините.",пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5904,Experiment,Лабораторные и натурные исследования детектора,ru,,Испытания сцинтилляционного детектора в условиях действующего рудника.,пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5905,Publication,Исследование способа маркировки сильвинитового пласта,ru,,Научная статья о методе маркировки сильвинитового пласта с использованием радиоактивного излучения.,пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5906,Equipment,Урал-20Р,ru,,Проходческий комбайн,горнодобывающая промышленность,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5907,Process,лабораторные исследования образцов,ru,,Процесс исследования образцов сильвинитовой породы,горнодобывающая промышленность,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5908,Experiment,проверка работоспособности сцинтилляционного детектора,ru,,Испытания детектора в условиях действующего рудника,горнодобывающая промышленность,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5909,Process,Добыча калийно-магниевых солей,ru,,Процесс добычи калийно-магниевых солей на территории Верхнекамского месторождения солей (ВКМС) с использованием проходческо-очистных комбайновых комплексов,пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5910,Equipment,Проходческо-очистные комбайновые комплексы,ru,,"Оборудование, используемое для добычи калийно-магниевых солей на территории ВКМС",пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5911,Property,Радиоактивность сильвинита,ru,,Повышенный уровень радиоактивности сильвинита из-за содержания изотопа 40K,экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5912,Experiment,Исследование способа измерения ионизирующего излучения горных пород,ru,,Исследование способа измерения ионизирующего излучения горных пород с целью маркировки пласта и возможности его внедрения в систему навигации комбайновых комплексов,гидрометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5913,Publication,Research into a method of marking silvinite seams in potash mines using radioactive emissions,en,,"Публикация, посвященная исследованию способа маркировки продуктивных пластов сильвинита с использованием радиоактивных излучений",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5914,Publication,Вестник науки Сибири,ru,,Статья Голодных Е.В. Обзор детекторов гамма-излучения для контроля положения ствола горизонтальной скважины.,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5915,Process,Система автоматического контроля направления движения комбайновых комплексов,ru,Автоматическое определение границ залегания пластов,"Система, способная с достаточной точностью определять границы залегания пластов сильвинитовой породы непосредственно во время процесса добычи",пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
MAT_5916,Material,Сильвинитовый пласт,ru,,"Продуктивный пласт, содержащий сильвинит",пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5917,Experiment,Лабораторные испытания сцинтилляционного детектора,ru,,"Испытания, подтвердившие линейную зависимость между процентным содержанием KCl и объемом Ȗ-излучения изотопа 40K",пирометаллургия,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5918,Experiment,Испытания образцов уртита,ru,,Испытания образцов уртита на жёсткость и разрушение при различных нагрузках,переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5919,Experiment,испытания на сдвиг со сжатием по трещине,ru,,испытания образцов уртита на сдвиг со сжатием по трещине,переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5920,Experiment,Оценка коэффициента жёсткости трещин по результатам лабораторных испытаний образцов уртита Хибинского массива,ru,,"Экспериментальные исследования нормальной и тангенциальной жёсткости искусственных трещин в образцах керна, отобранных с месторождений Хибинского массива.",Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5921,Equipment,АСИС,ru,автоматизированный комплекс,Комплекс для проведения лабораторных испытаний по методике постоянной нормальной нагрузки.,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5922,Expert,Дмитриев Сергей Владимирович,ru,Sergey V. Dmitriev,"Кандидат технических наук, научный сотрудник, Горный институт Кольского научного центра Российской академии наук, Апатиты, Российская Федерация",горное дело,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5923,Expert,Кузнецов Николай Николаевич,ru,Nikolai N. Kuznetcov,"Кандидат технических наук, заведующий научно-исследовательским сектором (лабораторией), ведущий научный сотрудник, Горный институт Кольского научного центра Российской академии наук, Апатиты, Российская Федерация",горное дело,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5924,Publication,Факторинг дебиторской задолженности как инструмент обеспечения непрерывности операционного цикла горнодобывающих предприятий в условиях волатильности мировых цен на минеральное сырьё,ru,,Исследование влияния факторинга дебиторской задолженности на ключевые параметры операционного цикла горнодобывающих предприятий в условиях ценовых шоков на экспортируемые ресурсы.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5925,Process,Факторинг дебиторской задолженности,ru,Факторинг,Механизм стабилизации денежных потоков и обеспечения непрерывности производственного процесса горнодобывающих компаний.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5926,Experiment,Испытания образцов уртита на сдвиг,ru,,Лабораторные испытания образцов уртита на сдвиг по методике постоянной нормальной нагрузки для оценки нормальной и тангенциальной жёсткости искусственных трещин.,Геомеханика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5927,Property,Нормальная жёсткость,ru,Жёсткость,"Характеристика механических свойств материала, определяемая в экспериментах.",Геомеханика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5928,Property,Тангенциальная жёсткость,ru,Жёсткость,"Характеристика механических свойств материала, определяемая в экспериментах.",Геомеханика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5929,Equipment,Автоматизированный комплекс «АСИС»,ru,,Оборудование для проведения испытаний образцов уртита на сдвиг по трещине.,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5930,Property,Нормальная жёсткость трещины,ru,,"Параметр, описывающий сопротивление контакта между берегами трещины деформациям в направлении, перпендикулярном плоскости разрыва.",Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5931,Property,Тангенциальная жёсткость трещины,ru,,"Параметр, описывающий сопротивление контакта между берегами трещины деформациям в направлении, параллельном плоскости разрыва.",Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5932,Experiment,Испытания образцов уртита на сдвиг по трещине,ru,,"Эксперимент, проведённый на автоматизированном комплексе «АСИС» для определения значений нормальной и тангенциальной жёсткости трещин в образцах уртита.",Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5933,Publication,Обоснование направлений совершенствования проходческо-очистных комбайнов,ru,,Статья Чекмасова Н.В. и Немцева В.А. о совершенствовании проходческо-очистных комбайнов.,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5934,Publication,Assessment of URAL-20R machine use efficiency while developing potash salt fields,en,,Исследование эффективности использования машины URAL-20R при разработке калийных месторождений.,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5935,Publication,Исследование динамики пылевоздушной смеси при проветривании тупиковой выработки,ru,,Исследование Левина Л.Ю. и др. о динамике пылевоздушной смеси в процессе работы комбайновых комплексов.,Переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5936,Publication,Factoring of receivables as a tool to ensure continuity of the operating cycle for mining companies in conditions of volatility in global prices for mineral raw materials,en,,Исследование влияния факторинга дебиторской задолженности на операционный цикл горнодобывающих предприятий в условиях волатильности цен на минеральное сырьё.,экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5937,Process,Факторинг,ru,Финансовое обслуживание,"Инструмент финансирования, используемый для управления дебиторской задолженностью.",Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5938,Experiment,Исследование эффективности факторинга,ru,,Исследование зависимости эффективности факторинга от размера горнодобывающего предприятия.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5939,Experiment,Исследование эффективности факторинга в горнодобывающем секторе,ru,,Исследование влияния факторинга на операционную эффективность горнодобывающих предприятий,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5940,Process,цифровизация горного производства,ru,"оптимизация горного производства, цифровое управление",Применение технологий Big Data и Индустрии 4.0 для оптимизации процессов в горнодобывающей отрасли,переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5941,Publication,"Анализ важности, проблемности и возможности изменения бизнес-процессов, реализуемых в горнодобывающих компаниях",ru,,Исследование проблем и возможностей изменения бизнес-процессов в горнодобывающих компаниях,переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5942,Publication,Краткосрочное прогнозирование и инвестирование в нефтегазовые компании России с учетом эталонных маркеров,ru,,Прогнозирование и инвестирование в нефтегазовые компании России,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5943,Publication,Can accounts receivable factoring restrain corporate financialization? Evidence from China,en,,Исследование влияния факторинга дебиторской задолженности на финансовую деятельность корпораций в Китае,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5944,Process,Цифровизация финансового управления,ru,Внедрение цифровых платформ,Процесс внедрения цифровых платформ для управления финансовыми потоками в горнодобывающей промышленности,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5945,Publication,Digital platforms for managing financial flows of mining companies as a factor in increasing investment attractiveness of the resource regions,en,,Исследование влияния цифровизации финансового управления горнодобывающих предприятий на инвестиционную привлекательность сырьевых регионов РФ.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5946,Process,Корреляционно-регрессионный анализ,ru,Регрессионный анализ,Метод анализа панельных данных с использованием модели с фиксированными эффектами.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5947,Process,Метод DEA,en,Data Envelopment Analysis,Метод для расчёта индекса технической эффективности цифровизации регионов.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5948,Process,Метод Монте-Карло,ru,,Метод сценарного моделирования для прогнозирования индекса инвестиционной привлекательности.,Экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5949,Publication,Топ-5 новых горнодобывающих комплексов России в 2025 году,ru,,Статья Малиновского С. о новых горнодобывающих комплексах в России,горнодобывающая промышленность,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5950,Publication,Цифровизация горнодобывающей промышленности – 2024: мечты и реальность,ru,,Статья Цепиной А. о цифровизации горнодобывающей промышленности,горнодобывающая промышленность,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5951,Publication,Совершенствование кластерного ландшафта региона как фактор обеспечения экономической безопасности,ru,,Исследование влияния кластерного развития на экономическую безопасность региона,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5952,Publication,Финтех-сектор в контексте финансового развития и проблем его измерения,ru,,Анализ финансового развития и проблем измерения финтех-сектора,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5953,Publication,Применение больших данных и нейронных сетей для мониторинга и прогнозирования экологических изменений в России,ru,,Использование больших данных и нейронных сетей для экологического мониторинга и прогнозирования в России,Экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5954,Publication,Экономический анализ национальных стратегий развития добычи редкоземельных металлов в условиях глобального дефицита критического минерального сырья,ru,,"Статья посвящена комплексному технико-экономическому анализу национальных стратегий обеспечения критическим минеральным сырьём – литием, кобальтом и редкоземельными металлами.",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
MAT_5955,Material,РЗМ,ru,редкоземельные металлы,"Сырьё, которое имеет стратегическое значение и требует значительных инвестиций в разведку и добычу.",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5956,Process,энергопереход,ru,,"Процесс перехода к более чистым источникам энергии, требующий значительных инвестиций.",экология,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5957,Publication,Global Materials Perspective 2025,en,,Отчет McKinsey о материалах,горнодобывающая отрасль,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5958,Publication,"Critical Minerals, Explained",en,,Обзор World Resources Institute о критических минералах,горнодобывающая отрасль,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
MAT_5959,Material,Критическое минеральное сырьё (КМС),ru,КМС,"Минеральное сырьё, спрос на которое значительно возрос из-за развития электрического транспорта и возобновляемой энергетики.",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
MAT_5960,Material,Редкоземельные элементы (РЗМ),ru,РЗМ,"Элементы, спрос на которые увеличился на 6-8% в 2024 году.",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5961,Process,Регрессионный анализ,ru,Эконометрический анализ,"Метод анализа данных, используемый для построения модели взаимосвязи между чистой прибылью горнодобывающих компаний и финансовыми показателями металлургической отрасли.",экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5962,Publication,Eurasian Mining,en,,Журнал Eurasian Mining,,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5963,Publication,"Yu D., Gu B., Zhu M., Davidson M. Critical mineral bottlenecks constrain sub-technology choices in low-carbon energy deployment",en,,"публикация, посвященная критическим минеральным узким местам",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5964,Publication,Woods D. A Stackelberg model of China’s rare earths strategic lead,en,,"публикация, посвященная стратегическому лидерству Китая в области редкоземельных металлов",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5965,Publication,"Карпова С.В., Устинова О.Е. Технологические и маркетинговые тенденции в горнодобывающей промышленности",ru,,"публикация, посвященная технологическим и маркетинговым тенденциям в горнодобывающей промышленности",переработка отходов,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5966,Process,Регрессионная модель OLS,en,метод наименьших квадратов,Статистический метод для анализа взаимосвязи между финансовыми показателями горной и металлургической отраслей.,экономика,ГП № 2_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5967,Facility,ЕТС,ru,,"Группа компаний, производящая химические реагенты для горнорудной отрасли.",горнодобывающая отрасль,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5968,Facility,ЧЕТРА,ru,,Российское производство для горной отрасли.,горнодобывающая отрасль,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5969,Facility,АлтайБурМаш,ru,,Поставщик буровых установок.,горнодобывающая отрасль,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5970,Expert,Mikhail I. Ivanov,en,,"Deputy Minister, Ministry of Industry and Trade of Russia, Russia",пирометаллургия,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5971,Publication,The category of “microstrip mine” for the development of energy coal deposits in the Extreme North conditions,en,,Исследование категории «микрошахты» для разработки энергетических угольных месторождений в условиях Крайнего Севера,переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5972,Publication,Application of magnetic and gravity separation in production of titanomagnetite concentrates from ores of various Russian deposits,en,,Применение магнитной и гравитационной сепарации при производстве титаномагнетитовых концентратов из руд различных российских месторождений,пирометаллургия,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5973,Publication,Combined stope optimization in underground mines of the Urals,en,,Комбинированная оптимизация выемок в подземных шахтах Урала,переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5974,Facility,Сервисная компания Горные машины,ru,,"Подразделение компании Горные машины, обеспечивающее техническую поддержку и управление складом оборудования.",Переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,False
EQU_5975,Equipment,Hyundai Everdigm D800,ru,,Буровой станок с RC-системой.,горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5976,Process,Внедрение искусственного интеллекта,ru,ИИ,Использование нейросетевых модулей для контроля технологических процессов и обслуживания оборудования по фактическому состоянию износа.,горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
COM_5977,Company,Группа Компаний «ЕТС»,ru,,Лидер в России и СНГ по поставкам химического сырья для различных отраслей.,"Переработка отходов, пирометаллургия",ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5978,Facility,Завод «ОЛЕОСИНТЕЗ»,ru,,"Производит жирные кислоты и их производные, применяется в процессах флотации апатитовых руд.",Переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5979,Facility,Завод «СИЛЬВЕР»,ru,,"Производит органические коагулянты, адаптируя вязкость и активность под требования заказчика.",Экология,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5980,Facility,Заводы «ЕТС-Синтез»,ru,,Производят компоненты для выпуска минеральных удобрений и материалы для подземного строительства,переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5981,Facility,Полиуретановый завод ПУ-Системы,ru,,Находится в стадии оценки применимости своей продукции для химических анкеров и прочих технических решений,переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5982,Facility,Научно-технический центр ГК «ЕТС»,ru,,Имеет в составе семь исследовательских лабораторий,переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5983,Process,Депрессия углерода при флотации золотосодержащих руд,ru,,"Процесс, для которого производятся специальные реагенты",пирометаллургия,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5984,Process,Увеличение ритмичности производственных процессов,ru,,Увеличение ритмичности производственных процессов на предприятиях минерально-сырьевого комплекса,пирометаллургия,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5985,Facility,Центр независимой экспертизы причин аварий (ЦЭП),ru,,"Центр в ООО «СКК», г. Новокузнецк, для установления причин аварий и инцидентов на ОПО.",промышленная безопасность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PUB_5986,Publication,«Горная Промышленность» №1 / 2026,ru,,"Журнал, в котором опубликована статья о промышленной безопасности.",,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5987,Equipment,ZEGA D480A,ru,,"Станок, который был доработан под российские условия и представлен на выставке Mining World Russia 2024",Горная промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5988,Equipment,ZEGA R880L,ru,,"Установка, которая ещё не эксплуатировалась в России, предлагается клиентам с проведением испытаний",Горная промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5989,Facility,ООО «АлтайБурМаш»,ru,,"Компания, которая занимается продажей и обслуживанием буровых установок",Горная промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5990,Equipment,Гусеничные ходовые системы,ru,"Ходовые части, гусеничные системы",Комплекты гусеничных ходовых систем для бульдозеров и другой тяжелой техники,горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5991,Equipment,Колеса натяжные,ru,,"Колеса, изготавливаемые из цельнолитой заготовки, обеспечивающие высокую прочность и износостойкость",горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5992,Facility,Чебоксарский агрегатный завод (ЧАЗ),ru,,"Производственное предприятие, специализирующееся на изготовлении гусеничных ходовых систем и колес натяжных",горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EXP_5993,Expert,Компания «ЧЕТРА»,ru,,"Компания, развивающая направление запасных частей для гусеничной техники",горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
EQU_5994,Equipment,ZEGA R8100,en,,Тяжелая палубная установка весом свыше 60 т.,горнодобывающая промышленность,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5995,Facility,Сахарйокское месторождение,ru,,"Месторождение, расположенное в 85 км от поселка Ревда, где можно получать товарные концентраты бритолита, циркона и флюорита.",переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
PRO_5996,Process,Сернокислотная технология,ru,,"Технология переработки апатитового концентрата, в результате которой выделяются фосфогипс и экстракционная фосфорная кислота.",переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5997,Facility,Карнасуртское месторождение,ru,,Месторождение лопаритовых руд на Кольском полуострове с малой толщиной продуктивного пласта.,переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5998,Facility,Умбозёрское месторождение,ru,,"Месторождение лопаритовых руд на Кольском полуострове, которое было закрыто из-за нестабильной сейсмической обстановки.",переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_5999,Facility,Гора Аллуайв,ru,,"Эвдиалит-лопаритовое месторождение на Кольском полуострове, которое может обеспечить страну диспрозием и тербием.",переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
FAC_6000,Facility,Африкэндское перовскит-титаномагнетитовое месторождение,ru,,"Месторождение с высоким содержанием диоксида титана, которое имеет инфраструктурные преимущества.",переработка отходов,ГП №1_2026_d.pdf,2026-07-03,2026-07-03,True
